FoodName,DiningHall,Breakfast,Lunch,Dinner,Mealtime,Vegan,Vegetarian,Halal,Image,Description
Zone Tandoori Chicken,Knollcrest,0,0,1,Dinner,0,0,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_928e3273-8db3-4eb9-ad33-142982042277_tandoori-chicken-11.jpg,"Chicken marinated in tandoori spices and grilled to perfection, offering bold flavors and a smoky finish."
Lemon Carrot Salad,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ae9bd893-889c-4afb-9546-a31443be5863_carrotsalad-articleLarge.jpg,"Fresh carrots tossed in a lemon dressing, creating a bright, zesty salad with a crunchy texture."
Roasted Brussel Sprouts,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_7215a995-88a4-48e0-bc90-5023bfffdcde_Roasted-Brussels-Sprouts-square.jpg,"Tender Brussels sprouts roasted until crispy, providing a flavorful, healthy side that's hard to resist."
Three Little Pigs Pizza,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_a0c5f99f-89f8-486c-9d96-5842b8ba038e_all-meat-pizza-pepperoni.jpg,"A meat-lover's pizza topped with bacon, ham, and pepperoni, delivering a hearty, savory flavor in every bite."
Hawaiian Pizza,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_cf61f64e-f84c-4766-bbd3-d18821aca568_360_F_27579766_mELdKLFlxMoxK0ELefv38lbLWbghNnc0.jpg,"A sweet and savory pizza topped with ham and pineapple, offering a tropical twist on a classic favorite."
Sausage Banana Pepper Pizza,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_8b4b81db-9a9a-4dda-af5f-71dd14a5a12f_ae1e365420b44f0098c62878c5e4bc5f.jpg,"Zesty sausage paired with banana peppers on a cheesy pizza crust, providing a flavorful, satisfying slice."
Pesto Alfredo,Knollcrest,0,0,1,Dinner,0,1,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_a9ba4b6a-87b6-459a-80a3-aa2a8540cddf_Screenshot%202024-05-14%20105735.png,"Creamy fettuccine pasta tossed in a rich pesto Alfredo sauce, delivering a decadent, herbaceous flavor profile."
Beef Bolognese,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_31e46b46-ba3e-43ff-91d1-2e95dccc8140_Bolognese-5.jpg,"Hearty spaghetti topped with a rich beef Bolognese sauce, creating a comforting and filling classic Italian dish."
Margherita Pizza,Knollcrest,0,0,1,Dinner,0,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_81ad66c3-b85f-4c68-86cb-daa4faff1515_homemade-margherita-pizza-768x1155.jpg,"Classic Margherita pizza topped with fresh mozzarella, basil, and tomatoes, providing a simple yet delicious flavor combination."
Taqueria Pinto Beans,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_f942982b-d30b-45b6-bd0f-787918cadd4a_Instant-Pot-pinto-beans-11.jpg,"Flavorful pinto beans seasoned to perfection, offering a protein-rich side ideal for tacos and burritos."
Santa Fe Corn,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_f793f40c-5b53-4892-a8e6-142ef9bfecfb_Pan_Grilled_Corn_Salsa_Healthy_Easy_Vegan_FromMyBowl-13.jpg,"Sweet corn mixed with spices and herbs, creating a vibrant and flavorful side that pairs well with any entrée."
Taqueria Salsa Verde,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_e36439f0-261a-4917-97e4-95179e8b70bd_salsa-verde-8.jpg,"Fresh salsa verde made from tomatillos, providing a tangy, zesty dip perfect for tortilla chips or tacos."
Taqueria Guacamole,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ca990546-f407-4f88-84ba-39fbf0a830e3_Guacamole-Square-500x375.jpg,"Creamy avocado guacamole blended with lime and spices, making a delicious dip that enhances any meal."
Taqueria Salsa Roja,Knollcrest,0,0,1,Dinner,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_e45dd3de-c900-46e7-877c-3213cf97aba3_roja.jpg,"Spicy salsa roja made with tomatoes and chili peppers, delivering a bold flavor perfect for dipping or topping."
Taqueria Black Bean Corn Salsa,Knollcrest,0,0,1,Dinner,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_f2c184c4-8845-4734-87f7-1b7435388950_Cowboy-Caviar-1.jpg,"A refreshing salsa combining black beans and corn, offering a colorful and tasty accompaniment to any dish."
Pico De Gallo,Knollcrest,0,0,1,Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_62b490ea-90ba-47fb-bae6-4ea2782321d9_Pico-de-Gallo-Recipe-2.jpg,"Fresh pico de gallo made from chopped tomatoes, onions, and cilantro, providing a zesty and bright topping for tacos."
Grasshopper Brownies,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_40480cd2-9984-4e6e-9ca1-88bb2e559044_grasshopper-brownies11.jpg,"Rich chocolate brownies infused with mint flavor, delivering a deliciously sweet treat with a refreshing twist."
Tiramisu Parfait,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_4609aa55-da71-462e-8bbd-107ee8739ff5_Tiramisu-Parfaits_exps25958_LT10593A05_05_3b_RMS.jpg,Layers of coffee-soaked cake and mascarpone cream create a delightful tiramisu parfait for dessert lovers.
Red Velvet Whoopie with Cream Cheese Frosting,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_7d23718a-4e02-40de-a475-d2b601ba28f3_Red%20Velvet%20Whoopie%20Pie.jpg,"Soft red velvet cookies filled with sweet cream cheese frosting, offering a delightful dessert experience."
Banana Creme de la Creme Pie,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_fc26aa1d-9f88-4e06-8298-3430d2bd9427_Screenshot%202023-12-14%20090648.png,"Creamy banana pie topped with whipped cream, providing a sweet, indulgent dessert perfect for any occasion."
Cannoli,Knollcrest,0,0,1,Dinner,0,0,0,https://www.piesandtacos.com/wp-content/uploads/2017/10/Cannoli-22.jpg,"Crispy pastry shells filled with sweet ricotta cheese and chocolate chips, delivering a classic Italian dessert experience."
Berries and Cream Angel Food Cake,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_2ff9d5bc-62bb-4e0f-8ac1-c787a80500b0_Angel-Food-Cake-with-Berries.V2.jpg,"Light and fluffy angel food cake topped with fresh berries and whipped cream, offering a refreshing dessert."
Trix Cereal Bars,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_77d36af8-8e36-41ba-aec7-183bdb1ec36c_Trix%20bar.jpg,"Fruity Trix cereal bars that are sweet and chewy, making for a fun and nostalgic treat for any age."
Cookies and Cream Creme de la Creme Pie,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_33cf755f-998a-4994-a68b-55daf75d97a1_Screenshot%202023-12-14%20082022.png,"Creamy pie with a cookies and cream filling, offering a deliciously sweet dessert option."
Tres Leches Cake,Knollcrest,0,0,1,Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_a962186c-1136-4ba8-9a0b-1ebd5fcb594e_Tres-Leches-Cake-Recipe-6.jpg,"Moist sponge cake soaked in three types of milk, providing a rich and decadent dessert that's hard to resist."
Vegetarian Chili,Knollcrest,0,0,1,Dinner,0,0,0,https://cookieandkate.com/images/2015/11/best-vegetarian-chili-1-1.jpg,"Hearty chili made with beans and vegetables, offering a warm, comforting dish that's perfect for any time of year."
Cheesy Broccoli Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://tastesbetterfromscratch.com/wp-content/uploads/2019/08/Broccoli-Cheese-Soup-10-1.jpg,"Creamy soup filled with tender broccoli and melted cheese, delivering a comforting dish perfect for chilly days."
Chicken and Dumpling Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://www.thereciperebel.com/wp-content/uploads/2023/08/chicken-dumpling-soup-TRR-27-of-44.jpg,"Classic soup featuring tender chicken and fluffy dumplings in a savory broth, perfect for a cozy meal."
California Medley Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://thecookingjar.com/wp-content/uploads/2015/01/cheese-veggie-chowder-1.jpg,"A hearty soup filled with fresh vegetables, creating a nourishing and flavorful dish packed with nutrients."
Herb Tomato Bisque,Knollcrest,0,0,1,Dinner,0,0,0,https://storage.googleapis.com/leye_bucket/wp-content/uploads/65bcfa79-coastal-soups_herbed-tomato-bisque_dscf0794-1-2-400x267.jpg,"Creamy tomato bisque infused with herbs, offering a rich and flavorful soup that's perfect as an appetizer."
Chicken Noodle Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://tastesbetterfromscratch.com/wp-content/uploads/2017/10/Chicken-Noodle-Soup-2.jpg,"Comforting chicken noodle soup with tender chicken, vegetables, and egg noodles in a savory broth, perfect for any day."
Smokey Poblano & Cheese Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://www.biscuitsandburlap.com/wp-content/uploads/2019/09/cheesy-poblano-pepper-soup-4.jpg,"A creamy soup with roasted poblano peppers and melted cheese, delivering a smoky flavor that's truly comforting."
Chicken Tortilla Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://thecozycook.com/wp-content/uploads/2019/04/Creamy-Chicken-Tortilla-Soup-f.jpg,"Spicy chicken soup topped with tortilla strips, avocado, and cheese, creating a hearty and flavorful dish."
Corn Chowder,Knollcrest,0,0,1,Dinner,0,0,0,https://thevegconnection.com/wp-content/uploads/2023/03/Corn-Chowder-8-Edit-2-720x720.jpg,"Creamy corn chowder filled with sweet corn and potatoes, offering a comforting bowl perfect for chilly weather."
Cactus and Bean Chili,Knollcrest,0,0,1,Dinner,0,0,0,https://res.cloudinary.com/dufs8mjql/image/upload/w_960/v1/sandridge_products/t0rjcv5nstieylutqtp6,"Unique chili featuring cactus and beans, creating a hearty dish with a southwestern flair."
Stuffed Pepper Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://thecozycook.com/wp-content/uploads/2022/01/Stuffed-Pepper-Soup-f6.jpg,"A flavorful soup that captures the essence of stuffed peppers, with rice, meat, and spices in a savory broth."
French Onion Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://www.recipetineats.com/tachyon/2018/11/French-Onion-Soup_1.jpg,"Classic French onion soup topped with melted cheese and croutons, providing a rich, flavorful appetizer."
Potato Chophouse Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://sugarspunrun.com/wp-content/uploads/2018/01/potato-soup-recipe-1-of-1.jpg,"Hearty potato soup filled with creamy goodness and chunks of potato, perfect for a filling, comforting dish."
Garden Vegetable Soup,Knollcrest,0,0,1,Dinner,0,0,0,https://www.healthyseasonalrecipes.com/wp-content/uploads/2023/01/garden-vegetable-soup-sq2-088.jpg,"A fresh soup filled with seasonal vegetables, delivering a light, nourishing option packed with flavor."
Club Rolls,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.kroger.com/product/images/large/front/0007203695712?banner=harristeeter,Club Rolls - served at UpperCrust
White Bread,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://kitchen335co.com/wp-content/uploads/2023/06/white-bread-recipe-thumbnail.jpg,White Bread - served at UpperCrust
Sourdough Bread,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.theperfectloaf.com/wp-content/uploads/2015/12/theperfectloaf-mybestsourdoughrecipe-title-1.jpg,Sourdough Bread - served at UpperCrust
Multigrain Sourdough Bread,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://hostessatheart.com/wp-content/uploads/2019/10/Multi-Grain-Wheat-Bread-4-Blog-Post-680x850-500x500.png,Multigrain Sourdough Bread - served at UpperCrust
Cheese & Jalapeño Bread,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://littlespoonfarm.com/wp-content/uploads/2020/09/jalapeno-cheddar-sourdough-bread-2.jpg,Cheese & Jalapeño Bread - served at UpperCrust
Sundried Tomato Basil Flour Torillas,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.missionfoods.com/wp-content/uploads/2022/07/product-mission-sun-dried-tomato-wrap-front-959x1024.png,Sundried Tomato Basil Flour Torillas - served at UpperCrust
Wheat Bread,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://kristineskitchenblog.com/wp-content/uploads/2014/08/whole-wheat-bread-1200-square-2678.jpg,Wheat Bread - served at UpperCrust
Pretzel Bread Buns,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.thisjess.com/wp-content/uploads/2024/04/Sourdough-Discard-Pretzel-Buns-Cropped.jpg,Pretzel Bread Buns - served at UpperCrust
Spinach Tortilllas,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://missionfoods.com/wp-content/uploads/2022/07/front-garden-spinach-herb-wraps-front.png,Spinach Tortilla - served at UpperCrust
Flour Tortilla,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.missionfoods.com/wp-content/uploads/2022/07/product-soft-taco-flour-tortillas-front.png,Flour Tortilla - served at UpperCrust
Gluten Free Tortilla,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.missionfoods.com/wp-content/uploads/2022/07/product-gluten-free-original-front.png,Gluten Free Tortilla - served at UpperCrust
Ham,UpperCrust,0,1,1,Lunch & Dinner,0,0,0,https://gmfservice.com/cdn/shop/products/deli-ham-green-mountain-food-service-marketplace_39047d7d-3f71-4fda-bc3d-4731e11c2b8d_large.jpg?v=1509458056,Ham - served at UpperCrust
Turkey,UpperCrust,0,1,1,Lunch & Dinner,0,0,1,https://www.stillmanqualitymeats.com/cdn/shop/products/Deliturkey1.jpg?v=1643909482,Turkey - served at UpperCrust
Roast Beef,UpperCrust,0,1,1,Lunch & Dinner,0,0,1,https://www.sipandfeast.com/wp-content/uploads/2024/09/deli-roast-beef-recipe-snippet-2.jpg,Roast Beef - served at UpperCrust
Salami,UpperCrust,0,1,1,Lunch & Dinner,0,0,0,https://timberfeast.com/cdn/shop/products/Depositphotos_237060236_s-2019_1000x.jpg?v=1633275753,Salami - served at UpperCrust
Buffalo Chicken,UpperCrust,0,1,1,Lunch & Dinner,0,0,1,https://assets.shop.loblaws.ca/products/21591690/b1/en/side/21591690_side_a01_@2.png,Buffalo Chicken - served at UpperCrust
Pepperoni,UpperCrust,0,1,1,Lunch & Dinner,0,0,1,https://www.halalworlddepot.com/cdn/shop/files/halal-sliced-beef-pepperoni-delicious-for-pizzas-877763.jpg?v=1714399072&width=500,Pepperoni - served at UpperCrust
Bacon,UpperCrust,0,1,1,Lunch & Dinner,0,0,0,https://www.africanbites.com/wp-content/uploads/2019/03/IMG_3283.jpg,Bacon - served at UpperCrust
Capicola,UpperCrust,0,1,1,Lunch & Dinner,0,0,0,https://butchershoppedirect.com/cdn/shop/products/the-butcher-shoppe-pork-capicola-hot-sliced-28491147706451.jpg?v=1633955190,Capicola - served at UpperCrust
American Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://cdn.yelloh.com/media/images/products/62172-1-1540.jpg,American Cheese - served at UpperCrust
Provolone Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://images.albertsons-media.com/is/image/ABS/970056932?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Provolone Cheese - served at UpperCrust
Swiss Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://dfwblobstorage.blob.core.windows.net/ewcmediacontainer/eatwisconsincheese/media/content/cheesemasters-2019/swiss-cheese-header_2.jpg,Swiss Cheese - served at UpperCrust
Cheddar Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://media.istockphoto.com/id/513274009/photo/sliced-cheese.jpg?s=612x612&w=0&k=20&c=elXkrNBi5AdFJOst6Q04vYL-pQPn5smrxH5kWiSt-hg=,Cheddar Cheese - served at UpperCrust
Pepper Jack Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://drryor7280ntb.cloudfront.net/media/catalog/product/3/0/30046100328331_1_4ukefwphgjskangg.jpg?width=96&height=96&quality=85&fit=bounds,Pepper Jack Cheese - served at UpperCrust
Mozzarella Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://www.gordonrestaurantmarket.com/wp-content/uploads/2024/08/726567-RAW-6-1722868376.jpg,Mozzarella Cheese - served at UpperCrust
Gouda Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://medias.treew.com/imgproducts/middle/48828.jpg,Gouda Cheese - served at UpperCrust
Muenster Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://cdn.gardengrocer.com/attachments/photos/high_res/3327.jpg?5776,Muenster Cheese - served at UpperCrust
Colby Jack Cheese,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://cdn11.bigcommerce.com/s-rl94rv7pw2/images/stencil/1280x1280/products/2344/1917/thumbnail__85655.1710181169.jpg?c=1,Colby Jack Cheese - served at UpperCrust
Tuna Salad,UpperCrust,0,1,1,Lunch & Dinner,0,0,1,https://bestrecipebox.com/images/Tuna-Salad-Recipe-1.jpg,Tuna Salad Spread - served at UpperCrust
Chicken Salad,UpperCrust,0,1,1,Lunch & Dinner,0,0,1,https://www.spendwithpennies.com/wp-content/uploads/2019/08/1200-Chicken-Salad-Sandwich-SpendWithPennies-3.jpeg,Chicken Salad Spread - served at UpperCrust
Shreaded Lettuce,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://cdn11.bigcommerce.com/s-rl94rv7pw2/images/stencil/1280x1280/products/1024/1578/thumbnail__74734.1724871437.jpg?c=1,Lettuce - served at UpperCrust
Spinach,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.taylorfarms.com/wp-content/uploads/2023/10/Spinach.jpg,Spinach - served at UpperCrust
Hot Pepper Relish,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.chilipeppermadness.com/wp-content/uploads/2021/04/Hot-Pepper-Relish-Recipe-SQ.jpg,Hot Pepper Relish - served at UpperCrust
Red Onions,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://toriavey.com/images/2013/05/All-About-Onions-10.jpg,Red Onions - served at UpperCrust
Sliced Pickle,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://drryor7280ntb.cloudfront.net/media/catalog/product/0/0/00000446240800_2.jpg?width=96&height=96&quality=85&fit=bounds,Sliced Pickle - served at UpperCrust
Sliced Cucumber,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://healthyfamilyproject.com/wp-content/uploads/2020/05/Cucumbers-background.jpg,Sliced Cucumber - served at UpperCrust
Sliced Tomato,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://cdn.mos.cms.futurecdn.net/5Zj8KDV8J6m5B79fAFBaGe-1200-80.jpg,Sliced Tomato - served at UpperCrust
Avocado Spread,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.noracooks.com/wp-content/uploads/2023/08/avocado-spread-5.jpg,Avocado Spread - served at UpperCrust
Carrots,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://cdn.loveandlemons.com/wp-content/uploads/2021/03/julienne-carrots-500x500.jpg,Carrots - served at UpperCrust
Olive,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://bulkmart.ca/cdn/shop/products/vesuvio-sliced-black-olives-284-l-711401_600x600.jpg?v=1611514669,Olive. Just one olive. 
Hummus Spread,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://tastythriftytimely.com/wp-content/uploads/2023/01/5-Minute-Creamy-Hummus-Featured.jpg,Hummus Spread - served at UpperCrust
Mayo,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://assets.epicurious.com/photos/54af36c54074bdfd068367c1/master/pass/51183000_blender-mayonnaise_1x1.jpg,Mayonnaise - served at UpperCrust
Mustard,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://leitesculinaria.com/wp-content/uploads/2024/05/homemade-yellow-mustard-2.jpg,Mustard - served at UpperCrust
Ketchup,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://s7d1.scene7.com/is/image/mcdonalds/mcdonalds-Tangy-Tomato-Dip-1:1-3-product-tile-desktop?wid=829&hei=515&dpr=off,Ketchup - served at UpperCrust
Balsamic Vinegar,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://www.recipetineats.com/tachyon/2016/12/Balsamic-Dressing-1.jpg,Balsamic Vinegar - served at UpperCrust
Pesto Mayo,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://petersfoodadventures.com/wp-content/uploads/2019/07/pesto-mayo.jpg,Pesto Mayo - served at UpperCrust
Spicy Mayo,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://cdn.loveandlemons.com/wp-content/uploads/2023/01/spicy-mayo.jpg,Spicy Mayo - served at UpperCrust
Ranch,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://iambaker.net/wp-content/uploads/2019/02/861A3538.ranch-dressing.jpg,Ranch - served at UpperCrust
Honey Mustard,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://pinchofyum.com/wp-content/uploads/Honey-Mustard-Sauce-in-bowl-Recipe.jpg,Honey Mustard - served at UpperCrust
Garlic Parmesan,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://cdn.apartmenttherapy.info/image/upload/v1648644045/k/Photo/Recipe%20Ramp%20Up/2022-03-Garlic-Parmesan-Sauce/IMG_7429.jpg,Garlic Parmesan - served at UpperCrust
Italian Dressing,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://cdn.loveandlemons.com/wp-content/uploads/2020/08/italian-dressing.jpg,Italian Dressing - served at UpperCrust
BBQ Sauce,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://www.lecremedelacrumb.com/wp-content/uploads/2021/06/bbq-sauce-5sm-3.jpg,BBQ Sauce - served at UpperCrust
Olive Oil,UpperCrust,0,1,1,Lunch & Dinner,0,1,1,https://www.womansworld.com/wp-content/uploads/2021/02/oil.jpg?quality=86&strip=all,Olive Oil - served at UpperCrust
Balsamic Vinaigrette,UpperCrust,0,1,1,Lunch & Dinner,1,1,1,https://images.squarespace-cdn.com/content/v1/5113fcede4b099bd04eebc8d/5ceb0fdf-8178-40a0-b89a-23df7c7f15ab/balsamic-vinaigrette5.jpg,Balsamic Vinaigrette - served at UpperCrust
Classic Burger,Johnny's,0,1,1,Lunch & Dinner,0,0,1,https://www.allrecipes.com/thmb/5JVfA7MxfTUPfRerQMdF-nGKsLY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/25473-the-perfect-basic-burger-DDMFS-4x3-56eaba3833fd4a26a82755bcd0be0c54.jpg,"Juicy classic burger with a grilled beef patty, fresh lettuce, tomato, and your choice of condiments on a toasted bun."
Rodeo Burger,Johnny's,0,1,1,Lunch & Dinner,0,0,1,https://iamhomesteader.com/wp-content/uploads/2023/05/rodeo-burger-1200x1104.jpg,"Savory rodeo burger topped with crispy onion rings, barbecue sauce, and melted cheese for a smoky flavor experience."
Breakfast Burger,Johnny's,0,1,1,Lunch & Dinner,0,0,1,https://stephenlarosa.co/wp-content/uploads/2021/07/Breakfast-Burger.blog-1-scaled.jpg,"Hearty breakfast burger featuring a beef patty, fried egg, crispy bacon, and cheese, all served on a toasted bun."
Hail Mary Burger,Johnny's,0,1,1,Lunch & Dinner,0,0,0,https://i0.wp.com/www.totallytailgates.com/wp-content/uploads/2016/11/Hail-Mary-Habenero-Hambugers-Totally-Tailgates2.jpg?resize=800%2C670,"Flavor-packed Hail Mary burger with a spicy kick, featuring jalapeños, pepper jack cheese, and zesty chipotle mayo."
Cheese Quesadilla,Johnny's,0,1,1,Lunch & Dinner,0,1,1,https://organicallyaddison.com/wp-content/uploads/2022/12/2022-12-03_15-46-45_940-2022-12-03T19_48_26.640.jpeg,Classic cheese quesadilla filled with melted cheese and served with salsa for a satisfying and simple dish.
Veggie Quesadilla,Johnny's,0,1,1,Lunch & Dinner,0,1,1,https://www.inspiredtaste.net/wp-content/uploads/2021/03/Vegetable-Quesadilla-Recipe-1-1200.jpg,"Flavorful veggie quesadilla loaded with grilled vegetables and cheese, served with a side of salsa for dipping."
Chicken Bacon Ranch Quesadilla,Johnny's,0,1,1,Lunch & Dinner,0,0,1,https://www.threeolivesbranch.com/wp-content/uploads/2021/02/chicken-bacon-ranch-quesadillas-threeolivesbranch-3.jpg,"Delicious chicken bacon ranch quesadilla featuring tender chicken, crispy bacon, and ranch dressing for a hearty twist."
Veggie Wrap,Johnny's,0,1,1,Lunch & Dinner,1,1,1,https://www.bowlofdelicious.com/wp-content/uploads/2014/01/Veggie-Wraps-square.jpg,"Fresh veggie wrap packed with crisp vegetables, hummus, and a drizzle of dressing for a light and healthy option."
Chicken Tender Wrap,Johnny's,0,1,1,Lunch & Dinner,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNYeVOVAxg2lhV9x8Ko2NLvD-DBED43gQ0XA&s,"Crispy chicken tender wrap featuring tender chicken strips, lettuce, and ranch dressing, all wrapped in a soft tortilla."
Cheese Burger Wrap,Johnny's,0,1,1,Lunch & Dinner,0,0,1,https://i0.wp.com/3.bp.blogspot.com/-D3bBux0kVkM/VPr2ab3fDTI/AAAAAAAAB0Y/FgVduB249AI/s1600/Frenchs_Cheeseburger_Burrito.jpg,"Cheese burger wrap that combines all the classic burger flavors into a convenient wrap, perfect for on-the-go eating."
Veggie Deluxe Salad,Johnny's,0,1,1,Lunch & Dinner,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/Others_2305b439-668c-4e5a-8e6b-3b405f62d351_download%20(23).jpg,"The Veggie Deluxe Salad is a fresh, colorful mix of leafy greens, crunchy vegetables, and often includes toppings like cherry tomatoes, cucumbers, carrots, and bell peppers. It's a nutrient-rich option, perfect for a light meal or side dish, usually served with a choice of dressing."
Apple Harvest Salad,Johnny's,0,1,1,Lunch & Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_543becd1-0f1b-427d-96bd-edb910f8213d_images%20(14).jpg,"The Apple Harvest Salad combines crisp apple slices, mixed greens, and usually includes ingredients like dried cranberries, walnuts, and crumbled cheese, often blue or feta. This salad offers a perfect balance of sweetness and crunch, finished with a light vinaigrette for a refreshing, autumn-inspired flavor."
Turkey Wrap,Johnny's,0,1,1,Lunch & Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_a01f0155-d532-41e0-81b5-3bb45ecc8f69_397ca4981b407484617d9a1ec2ab737f_L.jpg,"A Turkey Wrap typically features sliced turkey breast layered with fresh veggies like lettuce, tomato, and cucumber, often wrapped in a soft tortilla. It’s a convenient and protein-packed meal, sometimes complemented by a light spread or dressing for added flavor."
Ham and Swiss Croissant,Johnny's,0,1,1,Lunch & Dinner,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_58a9384f-9d83-4b66-b21c-2c52a6433c0a_sp_web__0004_ham_and_cheese_croissant_cmyk_small.jpg,"The Ham and Swiss Croissant is a buttery, flaky croissant filled with savory slices of ham and melted Swiss cheese. It's a satisfying blend of rich flavors and textures, making for a delicious breakfast or midday snack."
